区画,クレート,ファイル,行,識別子,記号の種類,落ちた条件,なぜ読めないか,改名の素案,報告ファイル
010,blitz_app,crates/blitz_app/src/embedded_shaders/spirv_checks/spirv_module.rs,55,位置の組み込み出力のidを引く,英単語または略号,条件7。同上,同上(「引く」がlookupの直訳),位置の組み込み出力のidを参照する,命名_区画010_2026-09-12.md
010,blitz_app,crates/blitz_app/src/cli/streaming_settings/fixed_route.rs,35,経路端点(自由関数名),なし,条件4(品詞の規律),実体は東西南北のメートル値から大域ワールド位置を組み立てる処理(動詞句であるべき)だが、名前が裸の名詞「経路端点」のみで、値と処理の区別がこの名前から取れない(品詞の偽装),経路端点を組み立てる,命名_区画010_2026-09-12.md
011,blitz_app,crates/blitz_app/src/game/instrument.rs,21,完全性で動かなかった刻みの数(フィールド),なし,条件1(受理テスト)・条件7(直訳/意味復元の失敗),「AでBした」という日本語の「で」は原因・手段を表す通常の用法であり(例: 「事故で電車が遅れた」)、この名前は素直に読むと「完全性という状態が原因でその刻みが動かなかった」と読める。ところが実体は逆で、同じファイルの行末コメント「問い合わせが評価できない領域を含み、位置も移動状態も動かさなかった刻みの累計」が示すとおり、動かなかった原因は**不完全**な評価(掃引の完全性::評価できない領域を含む)である。名前の語(完全性)が指す方向と実体の条件(不完全性)が逆転しており、コメント無しでは正反対の意味に復元されうる,評価未完で動かなかった刻みの数 または 評価できない領域を含み動かなかった刻みの数,命名_区画011_2026-09-12.md
011,blitz_app,crates/blitz_app/src/game/instrument.rs,35,完全性で保った描画の数(フィールド),なし,条件1・条件7,同型の逆転。実体は「掃引の答えが評価できない領域を含み、前の表示距離を保った描画の累計」(行末コメント)であり、保った原因は不完全な評価である。名前は「完全性で(＝完全性ゆえに)保った」と読め、実体の不完全性と逆の印象を与える,評価未完で保った描画の数,命名_区画011_2026-09-12.md
011,blitz_app,crates/blitz_app/src/game/camera_wiring.rs,33,完全性で保った描画の数,なし,条件1・条件7,上記2と同じ実体(プレイヤーカメラの配線が持つ累計)。ここでの意味は「遮蔽の判定::評価できず前の表示距離を保った」場合に加算される値であり、原因はやはり不完全な評価であって「完全性」そのものではない,同上,命名_区画011_2026-09-12.md
011,blitz_app,crates/blitz_app/src/game/movement_record.rs,22,完全性で動かなかった刻みの数,なし,条件1・条件7,上記1と同じ実体(移動の観測の記録が持つ累計)。原因は観測.完全性で動かなかったか(blitz_game側の真偽フィールド。本区画の外にあるため直接の改名対象ではないが、この区画側の累計フィールド名がその意味を引き継いで同じ逆転を持つ),評価未完で動かなかった刻みの数,命名_区画011_2026-09-12.md
012,blitz_app,crates/blitz_app/src/hot_reload/mtime.rs,6,取得する(パス: &Path) -> std::io::Result<SystemTime>,英単語または略号,条件1・2・3・5,ASCIIモジュールmtime直下の自由関数であり補完力ゼロ。「取得する」だけでは何を取得するのか(最終更新時刻)が名前に無く、create::生成すると同型の裸の動詞である,最終更新時刻を取得する,命名_区画012_2026-09-12.md
012,blitz_app,crates/blitz_app/src/hot_reload/slangc.rs,24,"発見する() -> Result<スランガー位置, ...>",英単語または略号,条件1・2・3・5,ASCIIモジュールslangc直下の自由関数で補完力ゼロ。「発見する」単独では何を発見するのか(slangcの実行位置)が復元できない,スランガーの実行位置を発見する,命名_区画012_2026-09-12.md
012,blitz_app,crates/blitz_app/src/input/confirm.rs,18,確定する(状態: &mut 入力状態) -> カメラインテント,英単語または略号,条件1・2・3・5,ASCIIモジュールconfirm直下の自由関数で補完力ゼロ。状態は第一引数でありレシーバではないため型による補完も働かない。「確定する」単独では何を確定するのか(蓄積からカメラインテントを確定する)が分からない,蓄積からカメラインテントを確定する,命名_区画012_2026-09-12.md
012,blitz_app,crates/blitz_app/src/input/ingest.rs,13,"取り込む(状態: &mut 入力状態, event: &WindowEvent)",英単語または略号,条件1・2・3・5,ASCIIモジュールingest直下の自由関数で補完力ゼロ。「取り込む」単独では何を取り込むのか(winitのウィンドウ事象)が分からない,winit事象を入力状態へ反映する,命名_区画012_2026-09-12.md
012,blitz_app,crates/blitz_app/src/overlay_ui/mesh_convert.rs,7,"変換する(一覧: &[egui::ClippedPrimitive], pixels_per_point: f32) -> blitz_render::UI描画データ",英字1文字・英単語または略号・数字,条件1・2・3・5,ASCIIモジュールmesh_convert直下の自由関数で補完力ゼロ。「変換する」単独では何から何への変換か(egui図形一覧からUI描画データ)が分からない。同ファイル内の私有関数メッシュへ変換するは着点を持ち合格だが、この公開の入口だけ裸である,図形一覧をUI描画データへ変換する,命名_区画012_2026-09-12.md
012,blitz_app,crates/blitz_app/src/overlay_ui/scissor_convert.rs,6,"変換する(clip_rect: egui::Rect, pixels_per_point: f32) -> blitz_render::UIシザー矩形px",英字1文字・英単語または略号・数字,条件1・2・3・5,ASCIIモジュールscissor_convert直下の自由関数で補完力ゼロ。「変換する」単独では何を変換するのか(eguiのクリップ矩形)が分からない,クリップ矩形をUIシザー矩形pxへ変換する,命名_区画012_2026-09-12.md
012,blitz_app,crates/blitz_app/src/overlay_ui/texture_id_map.rs,4,変換する(id: egui::TextureId) -> blitz_render::UIテクスチャID,英単語または略号,条件1・2・3・5,ASCIIモジュールtexture_id_map直下の自由関数で補完力ゼロ。「変換する」単独では何を変換するのか(eguiのテクスチャID)が分からない,eguiのテクスチャIDをUIテクスチャIDへ変換する,命名_区画012_2026-09-12.md
012,blitz_app,crates/blitz_app/src/overlay_ui/texture_sync.rs,7,"反映する(レンダラー: &mut ..., デルタ: &egui::TexturesDelta, ミラー: &mut テクスチャミラー) -> Result<(), 起動エラー>",英単語または略号,条件1・2・3・5,ASCIIモジュールtexture_sync直下の自由関数で補完力ゼロ。「反映する」単独では何をどこへ反映するのか(eguiのテクスチャ差分をレンダラーへ)が分からない,テクスチャ差分をレンダラーへ反映する,命名_区画012_2026-09-12.md
012,blitz_app,crates/blitz_app/src/overlay_ui/stats.rs,6,フィールドvalidation件数: u64,英字1文字・英単語または略号・数字,日本語命名の質(頭字語・省略語の非翻訳),英語「validation」がそのまま日本語識別子へ混入している。Vulkanの検証層に関する専門語であり、UI/CPU/GPU/APIのような一般周知語ではないため、非専門家が読めない,検証エラー警告件数(または検証件数。用語定義ファイルへ登録のうえで使う),命名_区画012_2026-09-12.md
013,blitz_app,crates/blitz_app/src/reports/gpu_time_table.rs,9,表示する(pub(crate) fn 表示する(表: &[...])),英単語または略号,条件2・条件3・条件5,呼び出し側はcrate::reports::gpu_time_table::表示する(&self.パス別gpu時間を取得する())(app/exit_report.rs:16)というASCIIモジュール直下の完全修飾で呼ぶため、モジュール名は補完力ゼロであり「表示する」単独では「何を表示するか」が読めない。create::生成する型の裸の動詞と同型,パス別gpu時間の表を表示する,命名_区画013_2026-09-12.md
013,blitz_app,crates/blitz_app/src/reports/gpu_frame_samples.rs,12,表示する(pub(crate) fn 表示する(標本一覧: &[フレーム別の標本])),英単語または略号,条件2・条件3・条件5,呼び出し側はcrate::reports::gpu_frame_samples::表示する(...)(app/exit_report.rs:19)。ASCIIモジュール名からの補完不可、「何を」が欠落,パス別gpu時間のフレーム別生値を表示する,命名_区画013_2026-09-12.md
013,blitz_app,crates/blitz_app/src/reports/streaming_summary.rs,6,表示する(pub(crate) fn 表示する(要約: &ストリーミング要約)),英単語または略号,条件2・条件3・条件5,呼び出し側はstreaming_summary::表示する(&要約)(app/exit_report.rs:91)。ASCIIモジュール名からの補完不可,ストリーミング要約を表示する,命名_区画013_2026-09-12.md
013,blitz_app,crates/blitz_app/src/reports/auto_exposure.rs,20,"報告する(pub(crate) fn 報告する(画像: &HDR読み戻し画像, 観測: &自動露出の観測, 探り色: Option<[f32; 3]>))",英字1文字・英単語または略号・数字,条件2・条件3・条件5,"呼び出し側はcrate::reports::auto_exposure::報告する(画像, &観測, 探り色)(app/frame_dump/hdr_dump.rs:49)。ASCIIモジュール名からの補完不可、「何を」報告するのかが名前に無い",自動露出の照合行を出す,命名_区画013_2026-09-12.md
013,blitz_app,crates/blitz_app/src/reports/local_visibility.rs,24,"報告する(pub(crate) fn 報告する(形: 合成深度の形, 正本: &局所可視度画像, 一枚目: &局所可視度読み戻し画像, 二枚目: &局所可視度読み戻し画像))",英単語または略号,条件2・条件3・条件5,"呼び出し側はlocal_visibility::報告する(形, &正本, &一枚目, &二枚目)(app/draw_dispatch/local_visibility_check.rs:61)。同型の裸の動詞",局所可視性の照合行を出す,命名_区画013_2026-09-12.md
013,blitz_app,crates/blitz_app/src/reports/cluster_assignment.rs,12,報告する(pub(crate) fn 報告する(統計: クラスタ選別の割り当て統計)),英単語または略号,条件2・条件3・条件5,呼び出し側はcrate::reports::cluster_assignment::報告する(統計)(app/frame_dump/cluster_assignment_check.rs:21)。ASCIIモジュール名からの補完不可,クラスタ割り当て統計を出す,命名_区画013_2026-09-12.md
